starts fetching pub dev stats...
Fetching data for 10/250 packages ...
Fetching data for 20/250 packages ...
Fetching data for 30/250 packages ...
Fetching data for 40/250 packages ...
Fetching data for 50/250 packages ...
Fetching data for 60/250 packages ...
Fetching data for 70/250 packages ...
Fetching data for 80/250 packages ...
Fetching data for 90/250 packages ...
Fetching data for 100/250 packages ...
Fetching data for 110/250 packages ...
Fetching data for 120/250 packages ...
Fetching data for 130/250 packages ...
Fetching data for 140/250 packages ...
Fetching data for 150/250 packages ...
Fetching data for 160/250 packages ...
Fetching data for 170/250 packages ...
Fetching data for 180/250 packages ...
Fetching data for 190/250 packages ...
Fetching data for 200/250 packages ...
Fetching data for 210/250 packages ...
Fetching data for 220/250 packages ...
Fetching data for 230/250 packages ...
Fetching data for 240/250 packages ...
Fetching data for 250/250 packages ...
┌─────────┬──────────────────────────────────┬───────┬────────┬────────────┬────────────┬──────────────┬───────────────────────────────────┬────────────────────────┐
│ (index) │               name               │ likes │ health │ popularity │ isNullSafe │ isFlutterFav │              version              │       developer        │
│   165   │           'slimy_card'           │  353  │  110   │     91     │   false    │    false     │              '1.0.4'              │       undefined        │
│   166   │    'flutter_datetime_picker'     │  352  │  100   │     98     │    true    │    false     │              '1.5.1'              │       undefined        │
│   167   │          'flutter_tts'           │  353  │  130   │     96     │    true    │    false     │              '3.0.0'              │    'tundralabs.com'    │
│   168   │          'get_storage'           │  350  │  120   │     97     │    true    │    false     │              '2.0.2'              │      'getx.site'       │
│   169   │   'liquid_progress_indicator'    │  351  │  110   │     94     │   false    │    false     │              '0.3.2'              │       undefined        │
│   170   │            'printing'            │  348  │  130   │     97     │    true    │    false     │              '5.2.0'              │       'nfet.net'       │
│   171   │   'infinite_scroll_pagination'   │  348  │  130   │     96     │    true    │    false     │              '3.0.1'              │    'edsonbueno.com'    │
│   172   │            'sensors'             │  342  │  110   │     96     │    true    │     true     │              '2.0.0'              │     'flutter.dev'      │
│   173   │       'flutter_speed_dial'       │  340  │  130   │     97     │    true    │    false     │              '3.0.5'              │       undefined        │
│   174   │     'flutter_signin_button'      │  340  │  130   │     97     │    true    │    false     │              '2.0.0'              │       undefined        │
│   175   │             'flash'              │  339  │  130   │     97     │    true    │    false     │              '1.5.1'              │       undefined        │
│   176   │            'mockito'             │  336  │   90   │     98     │    true    │    false     │              '5.0.5'              │       'dart.dev'       │
│   177   │     'flutter_facebook_login'     │  336  │   90   │     98     │   false    │    false     │              '3.0.0'              │       'iiro.dev'       │
│   178   │             'dartz'              │  329  │   90   │     98     │   false    │    false     │    '0.9.20.10.0-nullsafety.1'     │       undefined        │
│   179   │     'flutter_image_compress'     │  325  │  120   │     98     │    true    │    false     │              '1.0.0'              │       undefined        │
│   180   │    'flutter_barcode_scanner'     │  321  │  120   │     97     │    true    │    false     │              '2.0.0'              │       undefined        │
│   181   │        'dropdown_search'         │  320  │  130   │     98     │    true    │    false     │              '0.5.0'              │       undefined        │
│   182   │     'android_alarm_manager'      │  320  │  110   │     94     │    true    │     true     │              '2.0.0'              │     'flutter.dev'      │
│   183   │          'flutter_mobx'          │  314  │  130   │     98     │    true    │     true     │              '2.0.0'              │ 'dart.pixelingene.com' │
│   184   │              'moor'              │  314  │  120   │     97     │    true    │    false     │              '4.2.1'              │    'simonbinder.eu'    │
│   185   │        'socket_io_client'        │  313  │  100   │     97     │   false    │    false     │ '0.9.122.0.0-beta.3-nullsafety.0' │       undefined        │
│   186   │          'reorderables'          │  312  │  120   │     96     │    true    │    false     │              '0.4.1'              │       undefined        │
│   187   │     'awesome_notifications'      │  312  │  120   │     92     │    true    │    false     │             '0.0.6+1'             │       'carda.me'       │
│   188   │             'floor'              │  308  │  110   │     95     │    true    │    false     │              '1.0.1'              │       undefined        │
│   189   │        'email_validator'         │  308  │  130   │     98     │    true    │    false     │              '2.0.1'              │       undefined        │
│   190   │         'admob_flutter'          │  303  │   80   │     96     │   false    │    false     │     '1.0.12.0.0-nullsafety.1'     │       undefined        │
│   191   │         'flutter_webrtc'         │  303  │  110   │     95     │    true    │    false     │              '0.6.3'              │       undefined        │
│   192   │              'lint'              │  304  │  130   │     95     │    true    │    false     │              '1.5.3'              │   'pascalwelsch.com'   │
│   193   │        'flutter_markdown'        │  301  │  130   │     98     │    true    │    false     │              '0.6.1'              │       undefined        │
│   194   │          'after_layout'          │  303  │  120   │     98     │    true    │    false     │              '1.1.0'              │ 'fluttercommunity.dev' │
│   195   │          'built_value'           │  299  │  130   │     99     │    true    │     true     │              '8.0.5'              │      'google.dev'      │
│   196   │          'grouped_list'          │  299  │  130   │     96     │    true    │    false     │              '4.0.0'              │      'begnis.dev'      │
│   197   │        'graphql_flutter'         │  297  │   75   │     97     │   false    │    false     │     '4.0.15.0.0-nullsafety.2'     │     'zinoapp.com'      │
│   198   │       'firebase_ml_vision'       │  297  │  120   │     97     │    true    │    false     │            '0.12.0+1'             │ 'firebase.google.com'  │
│   199   │              'rive'              │  296  │  110   │     97     │    true    │    false     │              '0.7.3'              │       'rive.app'       │
│   200   │        'states_rebuilder'        │  297  │  130   │     97     │    true    │    false     │             '4.0.0+1'             │       undefined        │
│   201   │          'splashscreen'          │  295  │  100   │     98     │   false    │    false     │              '1.3.5'              │      'dplyr.dev'       │
│   202   │        'adaptive_dialog'         │  292  │  130   │     95     │    true    │    false     │            '0.10.0+5'             │     'mono0926.com'     │
│   203   │   'mask_text_input_formatter'    │  292  │  100   │     98     │   false    │    false     │     '1.2.12.0.0-nullsafety.2'     │       undefined        │
│   204   │        'flutter_linkify'         │  293  │  120   │     97     │    true    │    false     │              '5.0.2'              │     'cretezy.com'      │
│   205   │ 'material_design_icons_flutter'  │  291  │   90   │     98     │   false    │    false     │      '4.0.59555.0.5955-rc.1'      │       undefined        │
│   206   │         'better_player'          │  289  │  120   │     96     │    true    │    false     │             '0.0.65'              │       undefined        │
│   207   │            'upgrader'            │  288  │  120   │     95     │    true    │    false     │              '3.2.1'              │    'larryaasen.com'    │
│   208   │       'fab_circular_menu'        │  289  │  120   │     95     │    true    │    false     │              '1.0.2'              │       undefined        │
│   209   │           'dash_chat'            │  287  │   90   │     94     │   false    │    false     │             '1.1.15'              │       undefined        │
│   210   │           'octo_image'           │  286  │  130   │     99     │    true    │    false     │             '1.0.0+1'             │     'baseflow.com'     │
│   211   │      'country_code_picker'       │  287  │  130   │     98     │    true    │    false     │              '2.0.1'              │       undefined        │
│   212   │           'flip_card'            │  277  │  130   │     96     │    true    │    false     │              '0.5.0'              │       undefined        │
│   213   │         'stripe_payment'         │  277  │   80   │     97     │   false    │    false     │             '1.0.11'              │       undefined        │
│   214   │       'onesignal_flutter'        │  276  │   90   │     98     │   false    │    false     │        '2.6.33.0.0-beta2'         │       undefined        │
│   215   │      'intro_views_flutter'       │  274  │  130   │     94     │    true    │    false     │              '3.1.0'              │   'ayushagarwal.ml'    │
│   216   │             'dartx'              │  274  │  130   │     95     │    true    │    false     │              '0.7.1'              │       undefined        │
│   217   │      'flutter_inner_drawer'      │  274  │  110   │     94     │    true    │    false     │             '1.0.0+1'             │       'dn-a.dev'       │
│   218   │  'flutter_snake_navigationbar'   │  273  │  130   │     92     │    true    │    false     │              '0.5.0'              │     'herodot.com'      │
│   219   │ 'syncfusion_flutter_datepicker'  │  271  │  130   │     97     │    true    │    false     │          '19.1.57-beta'           │    'syncfusion.com'    │
│   220   │      'flutter_unity_widget'      │  271  │   90   │     92     │   false    │    false     │              '4.1.0'              │      'xraph.com'       │
│   221   │         'speech_to_text'         │  270  │   90   │     96     │   false    │    false     │      '3.2.04.1.1-nullsafety'      │     'csdcorp.com'      │
│   222   │             'pinput'             │  272  │  130   │     97     │    true    │    false     │              '1.2.0'              │       'fman.ge'        │
│   223   │    'data_connection_checker'     │  266  │   90   │     98     │   false    │    false     │              '0.3.4'              │       undefined        │
│   224   │   'syncfusion_flutter_gauges'    │  260  │  130   │     95     │    true    │    false     │             '19.1.57'             │    'syncfusion.com'    │
│   225   │       'smooth_star_rating'       │  260  │  100   │     98     │   false    │    false     │              '1.1.1'              │       undefined        │
│   226   │     'firebase_dynamic_links'     │  259  │  120   │     99     │    true    │    false     │              '2.0.1'              │ 'firebase.google.com'  │
│   227   │          'settings_ui'           │  259  │  120   │     96     │    true    │    false     │              '1.0.0'              │       'yako.io'        │
│   228   │             'qrscan'             │  257  │  105   │     95     │    true    │    false     │              '0.3.1'              │       undefined        │
│   229   │         'flutter_redux'          │  257  │  130   │     97     │    true    │     true     │              '0.8.2'              │    'brianegan.com'     │
│   230   │    'flutter_custom_clippers'     │  257  │  110   │     96     │   false    │    false     │              '1.1.2'              │    'dlohani.com.np'    │
│   231   │      'flutter_easyrefresh'       │  256  │  130   │     95     │    true    │    false     │              '2.2.1'              │       undefined        │
│   232   │             'bubble'             │  254  │  120   │     96     │    true    │    false     │              '1.2.1'              │       undefined        │
│   233   │         'sticky_headers'         │  249  │  120   │     98     │    true    │    false     │              '0.2.0'              │ 'fluttercommunity.dev' │
│   234   │     'liquid_pull_to_refresh'     │  248  │  120   │     94     │    true    │    false     │              '3.0.0'              │   'ayushagarwal.ml'    │
│   235   │         'in_app_update'          │  247  │   90   │     96     │    true    │    false     │              '2.0.0'              │       'ffuf.de'        │
│   236   │         'dotted_border'          │  246  │  130   │     98     │    true    │    false     │              '2.0.0'              │       undefined        │
│   237   │            'battery'             │  245  │  110   │     95     │    true    │     true     │              '2.0.1'              │     'flutter.dev'      │
│   238   │     'flutter_sticky_header'      │  242  │  130   │     96     │    true    │    false     │              '0.6.0'              │   'romainrastel.com'   │
│   239   │              'wave'              │  245  │  120   │     96     │    true    │    false     │              '0.2.0'              │      'swift.fit'       │
│   240   │            'catcher'             │  238  │  130   │     95     │    true    │    false     │              '0.6.5'              │       undefined        │
│   241   │           'story_view'           │  237  │   80   │     95     │   false    │    false     │    '0.12.80.13.0-nullsafety.1'    │    'degreat.co.uk'     │
│   242   │    'step_progress_indicator'     │  237  │  110   │     95     │   false    │    false     │    '0.2.5+81.0.0-nullsafety.0'    │  'sandromaglione.com'  │
│   243   │      'expansion_tile_card'       │  235  │  120   │     93     │    true    │    false     │              '2.0.0'              │     'skylled.dev'      │
│   244   │      'searchable_dropdown'       │  234  │   80   │     96     │   false    │    false     │              '1.1.3'              │       undefined        │
│   245   │       'firebase_database'        │  233  │   90   │     99     │   false    │    false     │        '6.1.27.0.0-dev.1'         │ 'firebase.google.com'  │
│   246   │          'sliver_tools'          │  233  │  130   │     96     │    true    │    false     │              '0.2.1'              │  'pietervanloon.com'   │
│   247   │             'dough'              │  232  │  120   │     81     │    true    │    false     │              '1.0.1'              │  'josiahsaunders.com'  │
│   248   │ 'animated_bottom_navigation_bar' │  232  │  130   │     94     │    true    │    false     │              '0.3.2'              │       undefined        │
│   249   │          'rate_my_app'           │  233  │  120   │     97     │    true    │    false     │             '1.1.0+1'             │      'skyost.eu'       │
└─────────┴──────────────────────────────────┴───────┴────────┴────────────┴────────────┴──────────────┴───────────────────────────────────┴────────────────────────┘
A total of 23/250 top packages come from Google
┌─────────┬──────────────────────────────┬───────┬────────┬────────────┬────────────┬──────────────┬────────────────────────────┬───────────────┐
│ (index) │             name             │ likes │ health │ popularity │ isNullSafe │ isFlutterFav │          version           │   developer   │
├─────────┼──────────────────────────────┼───────┼────────┼────────────┼────────────┼──────────────┼────────────────────────────┼───────────────┤
│    0    │     'shared_preferences'     │ 3061  │  110   │    100     │    true    │     true     │          '2.0.5'           │ 'flutter.dev' │
│    1    │        'url_launcher'        │ 2389  │  130   │    100     │    true    │     true     │          '6.0.3'           │ 'flutter.dev' │
│    2    │         'animations'         │ 2304  │  130   │     98     │    true    │    false     │          '2.0.0'           │ 'flutter.dev' │
│    3    │        'image_picker'        │ 1881  │  130   │    100     │    true    │    false     │          '0.7.4'           │ 'flutter.dev' │
│    4    │       'path_provider'        │ 1507  │  100   │    100     │    true    │     true     │          '2.0.1'           │ 'flutter.dev' │
│    5    │    'google_maps_flutter'     │ 1394  │  110   │     99     │    true    │    false     │          '2.0.3'           │ 'flutter.dev' │
│    6    │        'connectivity'        │ 1387  │  120   │     99     │    true    │     true     │          '3.0.3'           │ 'flutter.dev' │
│    7    │           'share'            │ 1252  │  100   │     99     │    true    │     true     │          '2.0.1'           │ 'flutter.dev' │
│    8    │      'webview_flutter'       │ 1139  │  110   │     99     │    true    │    false     │          '2.0.4'           │ 'flutter.dev' │
│    9    │        'device_info'         │  969  │  120   │     99     │    true    │     true     │          '2.0.0'           │ 'flutter.dev' │
│   10    │       'google_sign_in'       │  893  │  120   │     99     │    true    │    false     │          '5.0.2'           │ 'flutter.dev' │
│   11    │        'video_player'        │  838  │  130   │     99     │    true    │    false     │          '2.1.1'           │ 'flutter.dev' │
│   12    │        'package_info'        │  768  │  110   │     99     │    true    │     true     │          '2.0.0'           │ 'flutter.dev' │
│   13    │         'local_auth'         │  559  │  120   │     98     │    true    │    false     │          '1.1.5'           │ 'flutter.dev' │
│   14    │           'camera'           │  551  │  110   │     99     │    true    │    false     │          '0.8.1'           │ 'flutter.dev' │
│   15    │      'in_app_purchase'       │  492  │  110   │     97     │    true    │    false     │          '0.5.2'           │ 'flutter.dev' │
│   16    │ 'scrollable_positioned_list' │  463  │  110   │     98     │   false    │    false     │ '0.1.100.2.0-nullsafety.0' │ 'google.dev'  │
│   17    │     'google_mobile_ads'      │  425  │  110   │     97     │    true    │    false     │         '0.12.1+1'         │ 'google.dev'  │
│   18    │          'pedantic'          │  421  │  130   │    100     │    true    │    false     │          '1.11.0'          │ 'google.dev'  │
│   19    │          'sensors'           │  342  │  110   │     96     │    true    │     true     │          '2.0.0'           │ 'flutter.dev' │
│   20    │   'android_alarm_manager'    │  320  │  110   │     94     │    true    │     true     │          '2.0.0'           │ 'flutter.dev' │
│   21    │        'built_value'         │  299  │  130   │     99     │    true    │     true     │          '8.0.5'           │ 'google.dev'  │
│   22    │          'battery'           │  245  │  110   │     95     │    true    │     true     │          '2.0.1'           │ 'flutter.dev' │
└─────────┴──────────────────────────────┴───────┴────────┴────────────┴────────────┴──────────────┴────────────────────────────┴───────────────┘
Firebase Packages
┌─────────┬──────────────────────────┬───────┬────────┬────────────┬────────────┬──────────────┬────────────────────┬───────────────────────┐
│ (index) │           name           │ likes │ health │ popularity │ isNullSafe │ isFlutterFav │      version       │       developer       │
├─────────┼──────────────────────────┼───────┼────────┼────────────┼────────────┼──────────────┼────────────────────┼───────────────────────┤
│    0    │     'firebase_auth'      │ 1411  │  120   │    100     │    true    │    false     │      '1.1.1'       │ 'firebase.google.com' │
│    1    │    'cloud_firestore'     │ 1305  │  120   │    100     │    true    │    false     │      '1.0.6'       │ 'firebase.google.com' │
│    2    │   'firebase_messaging'   │ 1225  │  120   │     99     │    true    │    false     │      '9.1.2'       │ 'firebase.google.com' │
│    3    │     'firebase_core'      │  825  │  120   │    100     │    true    │    false     │      '1.0.4'       │ 'firebase.google.com' │
│    4    │    'firebase_storage'    │  501  │  120   │     99     │    true    │    false     │      '8.0.4'       │ 'firebase.google.com' │
│    5    │   'firebase_analytics'   │  438  │  120   │     99     │    true    │    false     │      '8.0.1'       │ 'firebase.google.com' │
│    6    │  'firebase_crashlytics'  │  373  │  110   │     99     │    true    │    false     │      '2.0.1'       │ 'firebase.google.com' │
│    7    │   'firebase_ml_vision'   │  297  │  120   │     97     │    true    │    false     │     '0.12.0+1'     │ 'firebase.google.com' │
│    8    │ 'firebase_dynamic_links' │  259  │  120   │     99     │    true    │    false     │      '2.0.1'       │ 'firebase.google.com' │
│    9    │   'firebase_database'    │  233  │   90   │     99     │   false    │    false     │ '6.1.27.0.0-dev.1' │ 'firebase.google.com' │
└─────────┴──────────────────────────┴───────┴────────┴────────────┴────────────┴──────────────┴────────────────────┴───────────────────────┘
State Management Packages
┌─────────┬─────────────────┬───────┬────────┬────────────┬────────────┬──────────────┬────────────┬────────────────────────┐
│ (index) │      name       │ likes │ health │ popularity │ isNullSafe │ isFlutterFav │  version   │       developer        │
├─────────┼─────────────────┼───────┼────────┼────────────┼────────────┼──────────────┼────────────┼────────────────────────┤
│    0    │      'get'      │ 4221  │  130   │     99     │    true    │    false     │  '4.1.4'   │      'getx.site'       │
│    1    │   'provider'    │ 4006  │  130   │    100     │    true    │     true     │  '5.0.0'   │  'dash-overflow.net'   │
│    2    │    'rxdart'     │ 1080  │  125   │    100     │    true    │     true     │  '0.26.0'  │ 'fluttercommunity.dev' │
│    3    │     'bloc'      │  934  │  130   │     99     │    true    │     true     │  '7.0.0'   │   'bloclibrary.dev'    │
│    4    │   'riverpod'    │  721  │  130   │     98     │    true    │    false     │ '0.14.0+1' │       undefined        │
│    5    │     'mobx'      │  583  │  130   │     98     │    true    │     true     │  '2.0.1'   │ 'dart.pixelingene.com' │
│    6    │ 'flutter_redux' │  257  │  130   │     97     │    true    │     true     │  '0.8.2'   │    'brianegan.com'     │
└─────────┴─────────────────┴───────┴────────┴────────────┴────────────┴──────────────┴────────────┴────────────────────────┘
