Google own a total of 25/250 top packages
│   105   │ 106  │              'uuid'              │  686  │  130   │    100     │   true   │  false   │              '3.0.4'              │       'yuli.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   106   │ 107  │          'smart_select'          │  683  │  100   │     95     │  false   │  false   │              '4.3.2'              │   'widgetarian.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   107   │ 108  │        'flutter_modular'         │  676  │  120   │     97     │   true   │  false   │             '3.4.1+1'             │  'flutterando.com.br'  │  true   │ true  │ true  │ true  │ true  │  true   │
│   108   │ 109  │              'mobx'              │  674  │  120   │     98     │   true   │   true   │              '2.0.4'              │ 'dart.pixelingene.com' │  true   │ true  │ true  │ true  │ true  │  true   │
│   109   │ 110  │            'timeago'             │  673  │  115   │     99     │   true   │  false   │              '3.1.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   110   │ 111  │       'sign_in_with_apple'       │  672  │  120   │     98     │   true   │   true   │              '3.0.0'              │     'aboutyou.com'     │  true   │ true  │ false │ true  │ false │  false  │
│   111   │ 112  │        'qr_code_scanner'         │  652  │  120   │     98     │   true   │  false   │       '0.5.21.0.0-alpha.1'        │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   112   │ 113  │        'firebase_storage'        │  642  │  120   │     99     │   true   │   true   │             '10.0.3'              │ 'firebase.google.com'  │  true   │ true  │ false │ true  │ true  │  false  │
│   113   │ 114  │          'intro_slider'          │  632  │  120   │     97     │   true   │  false   │              '3.0.2'              │       undefined        │  true   │ true  │ true  │ true  │ false │  true   │
│   114   │ 115  │             'chewie'             │  629  │  130   │     99     │   true   │  false   │              '1.2.2'              │       undefined        │  true   │ true  │ false │ false │ true  │  false  │
│   115   │ 116  │      'flutter_easyloading'       │  629  │  120   │     98     │   true   │  false   │              '3.0.3'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   116   │ 117  │            'wakelock'            │  620  │  130   │     99     │   true   │  false   │             '0.5.3+3'             │ 'creativemaybeno.dev'  │  true   │ true  │ false │ true  │ true  │  true   │
│   117   │ 118  │         'flutter_login'          │  618  │  130   │     95     │   true   │  false   │        '2.2.13.0.0-beta.1'        │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   118   │ 119  │        'bottom_navy_bar'         │  607  │  120   │     96     │   true   │   true   │              '6.0.0'              │  'pedromassango.dev'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   119   │ 120  │     'youtube_player_flutter'     │  602  │  120   │     98     │   true   │  false   │              '8.0.0'              │ 'sarbagyastha.com.np'  │  true   │ true  │ false │ false │ false │  false  │
│   120   │ 121  │         'rflutter_alert'         │  597  │  130   │     98     │   true   │  false   │              '2.0.4'              │     'ratel.com.tr'     │  true   │ true  │ true  │ true  │ true  │  true   │
│   121   │ 122  │     'flutter_cache_manager'      │  590  │  120   │    100     │   true   │  false   │              '3.1.2'              │     'baseflow.com'     │  true   │ true  │ false │ true  │ false │  false  │
│   122   │ 123  │           'uni_links'            │  588  │  130   │     98     │   true   │  false   │              '0.5.1'              │       undefined        │  true   │ true  │ false │ false │ true  │  false  │
│   123   │ 124  │   'scrollable_positioned_list'   │  587  │  110   │     98     │  false   │  false   │    '0.1.100.2.0-nullsafety.0'     │      'google.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   124   │ 125  │        'page_transition'         │  584  │  130   │     98     │   true   │  false   │              '2.0.2'              │    'yasinilhan.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   125   │ 126  │         'in_app_review'          │  581  │  120   │     97     │   true   │  false   │              '2.0.3'              │    'britannio.dev'     │  true   │ true  │ false │ true  │ false │  false  │
│   126   │ 127  │          'showcaseview'          │  580  │  120   │     96     │   true   │  false   │              '1.1.1'              │     'simform.com'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   127   │ 128  │         'flutter_icons'          │  577  │   85   │     98     │  false   │  false   │              '1.1.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   128   │ 129  │      'assets_audio_player'       │  573  │  110   │     97     │   true   │  false   │             '3.0.3+6'             │       undefined        │  true   │ true  │ false │ true  │ true  │  false  │
│   129   │ 130  │     'sleek_circular_slider'      │  573  │  110   │     96     │   true   │  false   │              '2.0.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   130   │ 131  │           'timelines'            │  566  │  120   │     96     │   true   │  false   │              '0.1.0'              │     'chulwoo.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   131   │ 132  │         'flutter_sound'          │  565  │  130   │     96     │   true   │  false   │             '8.3.10'              │    'dooboolab.com'     │  true   │ true  │ false │ false │ true  │  false  │
│   132   │ 133  │         'audio_service'          │  561  │  130   │     97     │   true   │  false   │       '0.17.10.18.0-beta.0'       │    'ryanheise.com'     │  true   │ true  │ false │ true  │ true  │  false  │
│   133   │ 134  │         'google_nav_bar'         │  561  │  120   │     96     │   true   │  false   │              '5.0.5'              │    'sooxt98.space'     │  true   │ true  │ true  │ true  │ true  │  true   │
│   134   │ 135  │         'awesome_dialog'         │  560  │  130   │     97     │   true   │  false   │              '2.1.1'              │     'toranzo.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   135   │ 136  │          'workmanager'           │  558  │  120   │     96     │   true   │  false   │        '0.4.10.5.0-dev.6'         │ 'fluttercommunity.dev' │  true   │ true  │ false │ false │ false │  false  │
│   136   │ 137  │          'liquid_swipe'          │  548  │  130   │     97     │   true   │  false   │              '2.1.0'              │   'sahdeepsingh.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   137   │ 138  │          'like_button'           │  541  │  130   │     96     │   true   │  false   │              '2.0.3'              │  'fluttercandies.com'  │  true   │ true  │ true  │ true  │ true  │  true   │
│   138   │ 139  │          'get_storage'           │  540  │  130   │     98     │   true   │  false   │              '2.0.3'              │      'getx.site'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   139   │ 140  │       'firebase_analytics'       │  539  │  120   │     99     │   true   │  false   │              '8.3.1'              │ 'firebase.google.com'  │  true   │ true  │ false │ false │ true  │  false  │
│   140   │ 141  │       'flutter_downloader'       │  539  │  110   │     98     │   true   │  false   │              '1.6.1'              │ 'fluttercommunity.dev' │  true   │ true  │ false │ false │ false │  false  │
│   141   │ 142  │         'auto_animated'          │  537  │  130   │     94     │   true   │  false   │              '3.0.0'              │    'serge.software'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   142   │ 143  │            'retrofit'            │  535  │  130   │     98     │   true   │  false   │              '2.0.1'              │       'mings.in'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   143   │ 144  │            'pedantic'            │  535  │  130   │    100     │   true   │  false   │             '1.11.1'              │      'google.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   144   │ 145  │              'path'              │  533  │  130   │    100     │   true   │  false   │              '1.8.0'              │       'dart.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   145   │ 146  │             'fluro'              │  531  │  130   │     97     │   true   │  false   │              '2.0.3'              │   'lukepighetti.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   146   │ 147  │             'image'              │  528  │  120   │     99     │   true   │  false   │              '3.0.2'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   147   │ 148  │             'crypto'             │  523  │  130   │    100     │   true   │  false   │              '3.0.1'              │       'dart.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   148   │ 149  │              'lint'              │  523  │  130   │     97     │   true   │  false   │           '1.6.01.7.2'            │   'pascalwelsch.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   149   │ 150  │             'flame'              │  522  │   90   │     95     │  false   │  false   │ '0.29.41.0.0-releasecandidate.13' │   'flame-engine.org'   │  true   │ true  │ false │ true  │ false │  false  │
│   150   │ 151  │        'flutter_riverpod'        │  521  │  130   │     98     │   true   │  false   │       '0.14.0+31.0.0-dev.7'       │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   151   │ 152  │  'syncfusion_flutter_calendar'   │  522  │  130   │     96     │   true   │  false   │             '19.2.59'             │    'syncfusion.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   152   │ 153  │          'flutter_map'           │  519  │  110   │     98     │   true   │  false   │             '0.13.1'              │      'jpryan.me'       │  true   │ true  │ true  │ true  │ false │  true   │
│   153   │ 154  │             'flash'              │  516  │  130   │     97     │   true   │  false   │              '2.0.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   154   │ 155  │         'flare_flutter'          │  508  │   90   │     99     │   true   │  false   │              '3.0.2'              │       'rive.app'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   155   │ 156  │            'sembast'             │  507  │  130   │     97     │   true   │  false   │             '3.1.0+2'             │     'tekartik.com'     │  true   │ true  │ true  │ true  │ true  │  true   │
│   156   │ 157  │             'sizer'              │  508  │  130   │     97     │   true   │  false   │             '2.0.13'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   157   │ 158  │        'background_fetch'        │  501  │  120   │     96     │   true   │  false   │              '1.0.1'              │  'transistorsoft.com'  │  true   │ true  │ false │ false │ false │  false  │
│   158   │ 159  │    'flutter_datetime_picker'     │  497  │  110   │     98     │   true   │  false   │              '1.5.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   159   │ 160  │           'bot_toast'            │  496  │  120   │     97     │   true   │  false   │              '4.0.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   160   │ 161  │      'tutorial_coach_mark'       │  494  │  120   │     95     │   true   │  false   │              '1.1.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   161   │ 162  │            'printing'            │  490  │  130   │     97     │   true   │  false   │              '5.5.0'              │       'nfet.net'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   162   │ 163  │         'sliding_sheet'          │  489  │  120   │     94     │   true   │  false   │        '0.5.00.5.1-dev+2'         │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   163   │ 164  │        'dropdown_search'         │  489  │  130   │     98     │   true   │  false   │        '0.6.31.0.0-beta2'         │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   164   │ 165  │    'flutter_platform_widgets'    │  489  │  110   │     96     │   true   │  false   │              '1.9.5'              │     'stryder.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   165   │ 166  │     'flutter_signin_button'      │  485  │  130   │     97     │   true   │  false   │              '2.0.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   166   │ 167  │        'keyboard_actions'        │  483  │  130   │     97     │   true   │  false   │              '3.4.4'              │   'diegoveloper.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   167   │ 168  │      'firebase_crashlytics'      │  477  │  110   │     99     │   true   │   true   │              '2.2.1'              │ 'firebase.google.com'  │  true   │ true  │ false │ true  │ false │  false  │
│   168   │ 169  │       'flutter_speed_dial'       │  475  │  130   │     98     │   true   │  false   │              '4.3.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   169   │ 170  │     'flutter_webview_plugin'     │  470  │  115   │     99     │   true   │  false   │              '0.4.0'              │ 'fluttercommunity.dev' │  true   │ true  │ false │ false │ false │  false  │
│   170   │ 171  │    'flutter_barcode_scanner'     │  469  │  120   │     98     │   true   │  false   │              '2.0.0'              │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   171   │ 172  │          'flutter_tts'           │  468  │  130   │     97     │   true   │  false   │              '3.2.2'              │    'tundralabs.com'    │  true   │ true  │ false │ true  │ true  │  false  │
│   172   │ 173  │          'flutter_blue'          │  467  │   90   │     97     │   true   │  false   │              '0.8.0'              │   'pauldemarco.com'    │  true   │ true  │ false │ true  │ false │  false  │
│   173   │ 174  │       'feature_discovery'        │  465  │  120   │     93     │   true   │  false   │             '0.14.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   174   │ 175  │          'avatar_glow'           │  462  │  120   │     96     │   true   │  false   │              '2.0.1'              │   'ayushpgupta.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   175   │ 176  │              'rive'              │  460  │  120   │     97     │   true   │  false   │             '0.7.28'              │       'rive.app'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   176   │ 177  │            'mockito'             │  452  │  130   │     98     │   true   │  false   │             '5.0.15'              │       'dart.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   177   │ 178  │             'dartz'              │  452  │  110   │     98     │   true   │  false   │             '0.10.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   178   │ 179  │            'confetti'            │  450  │  110   │     96     │  false   │  false   │      '0.5.50.6.0-nullsafety'      │     'funwith.app'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   179   │ 180  │         'better_player'          │  444  │  120   │     97     │   true   │  false   │             '0.0.73'              │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   180   │ 181  │          'grouped_list'          │  442  │  130   │     97     │   true   │  false   │              '4.1.0'              │      'begnis.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   181   │ 182  │           'injectable'           │  440  │  130   │     97     │   true   │  false   │              '1.5.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   182   │ 183  │             'pinput'             │  436  │  130   │     97     │   true   │  false   │              '1.2.0'              │       'fman.ge'        │  true   │ true  │ true  │ true  │ true  │  true   │
│   183   │ 184  │ 'syncfusion_flutter_datepicker'  │  434  │  130   │     97     │   true   │  false   │             '19.2.59'             │    'syncfusion.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   184   │ 185  │            'upgrader'            │  429  │  120   │     95     │   true   │  false   │              '3.5.1'              │    'larryaasen.com'    │  true   │ true  │ false │ false │ false │  false  │
│   185   │ 186  │        'flutter_markdown'        │  424  │  130   │     98     │   true   │  false   │              '0.6.6'              │     'flutter.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   186   │ 187  │           'slimy_card'           │  423  │  100   │     90     │  false   │  false   │              '1.0.4'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   187   │ 188  │              'moor'              │  420  │  130   │     97     │   true   │  false   │              '4.5.0'              │    'simonbinder.eu'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   188   │ 189  │        'socket_io_client'        │  419  │  130   │     97     │   true   │  false   │ '1.0.12.0.0-beta.4-nullsafety.0'  │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   189   │ 190  │   'liquid_progress_indicator'    │  418  │  120   │     94     │   true   │  false   │              '0.4.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   190   │ 191  │     'flutter_image_compress'     │  416  │  120   │     98     │   true   │  false   │              '1.1.0'              │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   191   │ 192  │         'flutter_webrtc'         │  415  │  110   │     96     │   true   │  false   │              '0.6.6'              │       undefined        │  true   │ true  │ false │ true  │ false │  true   │
│   192   │ 193  │     'flutter_facebook_auth'      │  408  │  130   │     98     │   true   │  false   │              '3.5.1'              │      'meedu.app'       │  true   │ true  │ false │ false │ true  │  false  │
│   193   │ 194  │       'modal_progress_hud'       │  408  │  100   │     97     │  false   │  false   │              '0.1.3'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   194   │ 195  │           'flip_card'            │  406  │  130   │     96     │   true   │  false   │              '0.5.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   195   │ 196  │          'giffy_dialog'          │  406  │  100   │     94     │  false   │  false   │              '1.8.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   196   │ 197  │          'reorderables'          │  405  │  120   │     96     │   true   │  false   │              '0.4.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   197   │ 198  │        'adaptive_dialog'         │  404  │  130   │     95     │   true   │  false   │              '1.1.0'              │     'mono0926.com'     │  true   │ true  │ true  │ true  │ true  │  true   │
│   198   │ 199  │          'flutter_mobx'          │  392  │  130   │     98     │   true   │   true   │              '2.0.2'              │ 'dart.pixelingene.com' │  true   │ true  │ true  │ true  │ true  │  true   │
│   199   │ 200  │   'mask_text_input_formatter'    │  390  │  120   │     98     │   true   │  false   │              '2.0.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   200   │ 201  │        'email_validator'         │  388  │  130   │     98     │   true   │  false   │              '2.0.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   201   │ 202  │             'dartx'              │  386  │  130   │     96     │   true   │  false   │              '0.7.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   202   │ 203  │         'speech_to_text'         │  381  │  130   │     96     │   true   │  false   │              '5.0.0'              │     'csdcorp.com'      │  true   │ true  │ false │ false │ true  │  false  │
│   203   │ 204  │   'syncfusion_flutter_gauges'    │  380  │  130   │     96     │   true   │  false   │             '19.2.59'             │    'syncfusion.com'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   204   │ 205  │            'sensors'             │  378  │  120   │     96     │   true   │  false   │              '2.0.3'              │     'flutter.dev'      │  true   │ true  │ false │ false │ false │  false  │
│   205   │ 206  │           'octo_image'           │  376  │  130   │    100     │   true   │  false   │             '1.0.0+1'             │     'baseflow.com'     │  true   │ true  │ true  │ true  │ true  │  true   │
│   206   │ 207  │          'after_layout'          │  373  │  120   │     98     │   true   │  false   │              '1.1.0'              │ 'fluttercommunity.dev' │  true   │ true  │ true  │ true  │ true  │  true   │
│   207   │ 208  │        'graphql_flutter'         │  372  │   85   │     97     │  false   │  false   │              '5.0.0'              │     'zinoapp.com'      │  true   │ true  │ true  │ true  │ false │  true   │
│   208   │ 209  │       'connectivity_plus'        │  373  │  130   │     98     │   true   │   true   │              '1.1.0'              │ 'fluttercommunity.dev' │  true   │ true  │ true  │ true  │ true  │  true   │
│   209   │ 210  │          'built_value'           │  371  │  120   │     99     │   true   │   true   │              '8.1.2'              │      'google.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   210   │ 211  │     'flutter_facebook_login'     │  370  │   90   │     98     │  false   │  false   │              '3.0.0'              │       'iiro.dev'       │  true   │ true  │ false │ false │ false │  false  │
│   211   │ 212  │      'country_code_picker'       │  367  │  130   │     98     │   true   │  false   │              '2.0.2'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   212   │ 213  │           'share_plus'           │  369  │  130   │     98     │   true   │   true   │              '2.1.4'              │ 'fluttercommunity.dev' │  true   │ true  │ true  │ true  │ true  │  true   │
│   213   │ 214  │          'sliver_tools'          │  364  │  130   │     97     │   true   │  false   │              '0.2.5'              │  'pietervanloon.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   214   │ 215  │             'floor'              │  362  │  110   │     96     │   true   │  false   │              '1.1.0'              │     'floor.codes'      │  true   │ true  │ false │ true  │ false │  false  │
│   215   │ 216  │          'splashscreen'          │  361  │  100   │     98     │  false   │  false   │              '1.3.5'              │      'dplyr.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   216   │ 217  │         'styled_widget'          │  360  │  120   │     92     │   true   │  false   │             '0.3.1+2'             │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   217   │ 218  │           'fluent_ui'            │  361  │  120   │     83     │   true   │  false   │              '3.1.0'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   218   │ 219  │       'onesignal_flutter'        │  356  │  110   │     98     │   true   │  false   │              '3.2.3'              │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   219   │ 220  │     'firebase_dynamic_links'     │  356  │  120   │     99     │   true   │  false   │              '2.0.9'              │ 'firebase.google.com'  │  true   │ true  │ false │ false │ false │  false  │
│   220   │ 221  │     'android_alarm_manager'      │  355  │  110   │     93     │   true   │  false   │              '2.0.2'              │     'flutter.dev'      │  true   │ false │ false │ false │ false │  false  │
│   221   │ 222  │        'flutter_linkify'         │  354  │  120   │     98     │   true   │  false   │              '5.0.2'              │     'cretezy.com'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   222   │ 223  │      'flutter_unity_widget'      │  352  │  110   │     92     │   true   │  false   │              '4.2.1'              │      'xraph.com'       │  true   │ true  │ false │ false │ false │  false  │
│   223   │ 224  │           'dash_chat'            │  350  │  130   │     94     │   true   │  false   │             '1.1.16'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   224   │ 225  │    'change_app_package_name'     │  352  │   90   │     96     │   true   │  false   │              '1.0.0'              │       'atiq.dev'       │  true   │ true  │ true  │ true  │ false │  true   │
│   225   │ 226  │      'flutter_zoom_drawer'       │  350  │  130   │     93     │   true   │  false   │              '2.1.1'              │      'medyas.ml'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   226   │ 227  │          'settings_ui'           │  349  │  120   │     96     │   true   │  false   │              '1.0.0'              │       'yako.io'        │  true   │ true  │ true  │ true  │ true  │  true   │
│   227   │ 228  │       'fab_circular_menu'        │  350  │  120   │     95     │   true   │  false   │              '1.0.2'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   228   │ 229  │ 'animated_bottom_navigation_bar' │  349  │  130   │     95     │   true   │  false   │              '0.3.2'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   229   │ 230  │     'flutter_sticky_header'      │  347  │  130   │     96     │   true   │  false   │              '0.6.0'              │   'romainrastel.com'   │  true   │ true  │ true  │ true  │ true  │  true   │
│   230   │ 231  │      'intro_views_flutter'       │  344  │  130   │     95     │   true   │  false   │              '3.2.0'              │   'ayushagarwal.ml'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   231   │ 232  │         'dotted_border'          │  340  │  130   │     98     │   true   │  false   │             '2.0.0+1'             │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   232   │ 233  │  'flutter_snake_navigationbar'   │  340  │  120   │     92     │   true   │  false   │              '0.5.0'              │     'herodot.com'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   233   │ 234  │ 'material_design_icons_flutter'  │  340  │   90   │     98     │  false   │  false   │      '4.0.59555.0.5955-rc.1'      │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   234   │ 235  │         'snapping_sheet'         │  339  │  130   │     93     │   true   │  false   │              '3.1.0'              │   'adamjonsson.dev'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   235   │ 236  │    'step_progress_indicator'     │  338  │  130   │     96     │   true   │  false   │              '1.0.1'              │  'sandromaglione.com'  │  true   │ true  │ true  │ true  │ true  │  true   │
│   236   │ 237  │    'data_connection_checker'     │  335  │  100   │     97     │  false   │  false   │              '0.3.4'              │       undefined        │  true   │ true  │ true  │ true  │ false │  true   │
│   237   │ 238  │    'flutter_custom_clippers'     │  333  │  130   │     96     │   true   │  false   │              '2.0.0'              │    'dlohani.com.np'    │  true   │ true  │ true  │ true  │ true  │  true   │
│   238   │ 239  │         'admob_flutter'          │  333  │   80   │     96     │  false   │  false   │     '1.0.12.0.0-nullsafety.1'     │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   239   │ 240  │             'bubble'             │  333  │  110   │     97     │   true   │  false   │              '1.2.1'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   240   │ 241  │      'flutter_inner_drawer'      │  330  │  130   │     93     │   true   │  false   │             '1.0.0+1'             │       'dn-a.dev'       │  true   │ true  │ true  │ true  │ true  │  true   │
│   241   │ 242  │         'in_app_update'          │  330  │   90   │     96     │   true   │  false   │              '2.0.0'              │       'ffuf.de'        │  true   │ false │ false │ false │ false │  false  │
│   242   │ 243  │         'flutter_dotenv'         │  328  │  120   │     98     │   true   │  false   │              '5.0.2'              │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   243   │ 244  │             'beamer'             │  325  │  130   │     93     │   true   │  false   │       '0.14.11.0.0-pre.5.0'       │      'beamer.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   244   │ 245  │         'flutter_quill'          │  323  │  110   │     95     │   true   │  false   │              '1.9.6'              │   'bulletjournal.us'   │  true   │ true  │ false │ false │ false │  false  │
│   245   │ 246  │         'stripe_payment'         │  323  │  100   │     97     │   true   │  false   │              '1.1.4'              │       undefined        │  true   │ true  │ false │ false │ false │  false  │
│   246   │ 247  │           'googleapis'           │  321  │  115   │     96     │   true   │   true   │              '4.0.0'              │      'google.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
│   247   │ 248  │           'screenshot'           │  320  │  120   │     97     │   true   │  false   │              '1.2.3'              │       'dsi.dev'        │  true   │ true  │ true  │ true  │ true  │  true   │
│   248   │ 249  │        'states_rebuilder'        │  319  │  120   │     96     │   true   │  false   │         '4.4.05.0.0-dev'          │       undefined        │  true   │ true  │ true  │ true  │ true  │  true   │
│   249   │ 250  │        'json_annotation'         │  318  │  120   │    100     │   true   │  false   │              '4.1.0'              │      'google.dev'      │  true   │ true  │ true  │ true  │ true  │  true   │
└─────────┴──────┴──────────────────────────────────┴───────┴────────┴────────────┴──────────┴──────────┴───────────────────────────────────┴────────────────────────┴─────────┴───────┴───────┴───────┴───────┴─────────┘
