
A total of 24/250 top packages come from Google
┌─────────┬──────────────────────────────┬───────┬────────┬────────────┬──────────┬──────────┬────────────────────────────┬───────────────┐
│ (index) │             name             │ likes │ health │ popularity │ nullSafe │ endorsed │          version           │   developer   │
│   161   │      'firebase_crashlytics'      │  398  │  110   │     99     │   true   │   true   │              '2.0.5'              │ 'firebase.google.com'  │
│   162   │          'get_storage'           │  395  │  120   │     97     │   true   │  false   │              '2.0.2'              │      'getx.site'       │
│   163   │        'keyboard_actions'        │  394  │  130   │     97     │   true   │  false   │              '3.4.0'              │   'diegoveloper.com'   │
│   164   │            'confetti'            │  392  │  110   │     95     │  false   │  false   │      '0.5.50.6.0-nullsafety'      │     'funwith.app'      │
│   165   │    'flutter_datetime_picker'     │  389  │  110   │     98     │   true   │  false   │              '1.5.1'              │       undefined        │
│   166   │     'flutter_signin_button'      │  389  │  130   │     97     │   true   │  false   │              '2.0.0'              │       undefined        │
│   167   │          'avatar_glow'           │  388  │  120   │     96     │   true   │  false   │              '2.0.1'              │       undefined        │
│   168   │           'injectable'           │  386  │  130   │     97     │   true   │  false   │              '1.4.1'              │       undefined        │
│   169   │       'flutter_speed_dial'       │  384  │  130   │     98     │   true   │  false   │        '3.0.54.0.0-dev.1'         │       undefined        │
│   170   │          'flutter_tts'           │  383  │  130   │     96     │   true   │  false   │              '3.1.0'              │    'tundralabs.com'    │
│   171   │          'giffy_dialog'          │  384  │  100   │     94     │  false   │  false   │              '1.8.0'              │       undefined        │
│   172   │            'printing'            │  380  │  130   │     97     │   true   │  false   │              '5.2.1'              │       'nfet.net'       │
│   173   │       'modal_progress_hud'       │  380  │  100   │     98     │  false   │  false   │              '0.1.3'              │       undefined        │
│   174   │           'slimy_card'           │  372  │  100   │     90     │  false   │  false   │              '1.0.4'              │       undefined        │
│   175   │        'dropdown_search'         │  371  │  130   │     97     │   true   │  false   │              '0.6.1'              │       undefined        │
│   176   │            'sensors'             │  370  │  120   │     96     │   true   │  false   │              '2.0.3'              │     'flutter.dev'      │
│   177   │    'flutter_barcode_scanner'     │  367  │  120   │     98     │   true   │  false   │              '2.0.0'              │       undefined        │
│   178   │   'liquid_progress_indicator'    │  366  │  110   │     93     │  false   │  false   │              '0.3.2'              │       undefined        │
│   179   │            'mockito'             │  362  │  120   │     98     │   true   │  false   │              '5.0.9'              │       'dart.dev'       │
│   180   │             'dartz'              │  359  │   90   │     98     │  false   │  false   │    '0.9.20.10.0-nullsafety.2'     │       undefined        │
│   181   │        'socket_io_client'        │  351  │  130   │     97     │   true   │  false   │ '1.0.12.0.0-beta.4-nullsafety.0'  │       undefined        │
│   182   │     'flutter_facebook_login'     │  348  │   90   │     98     │  false   │  false   │              '3.0.0'              │       'iiro.dev'       │
│   183   │     'flutter_image_compress'     │  346  │  120   │     98     │   true   │  false   │              '1.0.0'              │       undefined        │
│   184   │     'android_alarm_manager'      │  344  │  110   │     94     │   true   │  false   │              '2.0.2'              │     'flutter.dev'      │
│   185   │          'flutter_mobx'          │  342  │  130   │     98     │   true   │   true   │              '2.0.0'              │ 'dart.pixelingene.com' │
│   186   │          'reorderables'          │  339  │  120   │     96     │   true   │  false   │              '0.4.1'              │       undefined        │
│   187   │          'grouped_list'          │  338  │  130   │     96     │   true   │  false   │              '4.0.0'              │      'begnis.dev'      │
│   188   │              'lint'              │  338  │  130   │     96     │   true   │  false   │              '1.5.3'              │   'pascalwelsch.com'   │
│   189   │         'better_player'          │  337  │  120   │     97     │   true   │  false   │             '0.0.69'              │       undefined        │
│   190   │              'rive'              │  335  │  120   │     97     │   true   │  false   │             '0.7.12'              │       'rive.app'       │
│   191   │        'flutter_markdown'        │  335  │  130   │     98     │   true   │  false   │              '0.6.2'              │     'flutter.dev'      │
│   192   │        'adaptive_dialog'         │  333  │  130   │     95     │   true   │  false   │              '1.0.0'              │     'mono0926.com'     │
│   193   │             'floor'              │  331  │  110   │     96     │   true   │  false   │              '1.1.0'              │     'floor.codes'      │
│   194   │         'flutter_webrtc'         │  328  │  110   │     96     │   true   │  false   │              '0.6.4'              │       undefined        │
│   195   │          'built_value'           │  327  │  130   │     99     │   true   │   true   │              '8.0.6'              │      'google.dev'      │
│   196   │             'dartx'              │  328  │  130   │     95     │   true   │  false   │              '0.7.1'              │       undefined        │
│   197   │        'graphql_flutter'         │  325  │   75   │     97     │  false   │  false   │     '4.0.15.0.0-nullsafety.5'     │     'zinoapp.com'      │
│   198   │        'email_validator'         │  325  │  130   │     98     │   true   │  false   │              '2.0.1'              │       undefined        │
│   199   │          'after_layout'          │  323  │  120   │     98     │   true   │  false   │              '1.1.0'              │ 'fluttercommunity.dev' │
│   200   │            'upgrader'            │  322  │  120   │     95     │   true   │  false   │              '3.3.0'              │    'larryaasen.com'    │
│   201   │             'pinput'             │  322  │  130   │     97     │   true   │  false   │              '1.2.0'              │       'fman.ge'        │
│   202   │           'flip_card'            │  319  │  130   │     96     │   true   │  false   │              '0.5.0'              │       undefined        │
│   203   │         'admob_flutter'          │  317  │   80   │     96     │  false   │  false   │     '1.0.12.0.0-nullsafety.1'     │       undefined        │
│   204   │          'splashscreen'          │  316  │  100   │     98     │  false   │  false   │              '1.3.5'              │      'dplyr.dev'       │
│   205   │   'mask_text_input_formatter'    │  316  │  120   │     98     │   true   │  false   │              '2.0.0'              │       undefined        │
│   206   │        'flutter_linkify'         │  314  │  120   │     97     │   true   │  false   │              '5.0.2'              │     'cretezy.com'      │
│   207   │      'country_code_picker'       │  313  │  130   │     98     │   true   │  false   │              '2.0.1'              │       undefined        │
│   208   │ 'syncfusion_flutter_datepicker'  │  312  │  130   │     97     │   true   │  false   │          '19.1.66-beta'           │    'syncfusion.com'    │
│   209   │           'octo_image'           │  312  │  130   │     99     │   true   │  false   │             '1.0.0+1'             │     'baseflow.com'     │
│   210   │        'states_rebuilder'        │  309  │  120   │     97     │   true   │  false   │              '4.2.0'              │       undefined        │
│   211   │       'fab_circular_menu'        │  309  │  120   │     95     │   true   │  false   │              '1.0.2'              │       undefined        │
│   212   │ 'material_design_icons_flutter'  │  309  │   90   │     98     │  false   │  false   │      '4.0.59555.0.5955-rc.1'      │       undefined        │
│   213   │         'stripe_payment'         │  306  │  100   │     98     │   true   │  false   │              '1.1.1'              │       undefined        │
│   214   │       'onesignal_flutter'        │  303  │   90   │     98     │  false   │  false   │        '2.6.33.0.0-beta4'         │       undefined        │
│   215   │  'flutter_snake_navigationbar'   │  303  │  120   │     91     │   true   │  false   │              '0.5.0'              │     'herodot.com'      │
│   216   │      'intro_views_flutter'       │  301  │  130   │     95     │   true   │  false   │              '3.1.1'              │   'ayushagarwal.ml'    │
│   217   │           'dash_chat'            │  297  │  130   │     93     │   true   │  false   │             '1.1.16'              │       undefined        │
│   218   │   'syncfusion_flutter_gauges'    │  293  │  130   │     95     │   true   │  false   │             '19.1.66'             │    'syncfusion.com'    │
│   219   │    'data_connection_checker'     │  292  │  100   │     98     │  false   │  false   │              '0.3.4'              │       undefined        │
│   220   │         'speech_to_text'         │  291  │  130   │     96     │   true   │  false   │              '4.2.1'              │     'csdcorp.com'      │
│   221   │      'flutter_unity_widget'      │  290  │  110   │     92     │   true   │  false   │              '4.2.0'              │      'xraph.com'       │
│   222   │      'flutter_inner_drawer'      │  287  │  130   │     93     │   true   │  false   │             '1.0.0+1'             │       'dn-a.dev'       │
│   223   │     'firebase_dynamic_links'     │  286  │  120   │     99     │   true   │  false   │              '2.0.5'              │ 'firebase.google.com'  │
│   224   │     'flutter_facebook_auth'      │  286  │  130   │     98     │   true   │  false   │              '3.4.0'              │      'meedu.app'       │
│   225   │             'sizer'              │  286  │  130   │     96     │   true   │  false   │             '2.0.13'              │       undefined        │
│   226   │          'settings_ui'           │  285  │  120   │     96     │   true   │  false   │              '1.0.0'              │       'yako.io'        │
│   227   │     'flutter_sticky_header'      │  284  │  130   │     96     │   true   │  false   │              '0.6.0'              │   'romainrastel.com'   │
│   228   │             'bubble'             │  282  │  110   │     97     │   true   │  false   │              '1.2.1'              │       undefined        │
│   229   │      'flutter_easyrefresh'       │  279  │  120   │     96     │   true   │  false   │              '2.2.1'              │       undefined        │
│   230   │         'dotted_border'          │  276  │  130   │     98     │   true   │  false   │              '2.0.0'              │       undefined        │
│   231   │             'qrscan'             │  274  │  105   │     95     │   true   │  false   │              '0.3.1'              │       undefined        │
│   232   │             'zefyr'              │  274  │   90   │     92     │  false   │  false   │       '0.12.01.0.0-dev.2.0'       │       undefined        │
│   233   │           'story_view'           │  273  │  110   │     95     │   true   │  false   │             '0.13.1'              │    'degreat.co.uk'     │
│   234   │         'sticky_headers'         │  272  │  120   │     98     │   true   │  false   │              '0.2.0'              │ 'fluttercommunity.dev' │
│   235   │         'flutter_redux'          │  271  │  120   │     97     │   true   │   true   │              '0.8.2'              │    'brianegan.com'     │
│   236   │       'smooth_star_rating'       │  271  │  100   │     98     │  false   │  false   │              '1.1.1'              │       undefined        │
│   237   │              'wave'              │  268  │  120   │     95     │   true   │  false   │              '0.2.0'              │      'swift.fit'       │
│   238   │    'flutter_custom_clippers'     │  269  │  110   │     96     │  false   │  false   │              '1.1.2'              │    'dlohani.com.np'    │
│   239   │          'sliver_tools'          │  267  │  130   │     97     │   true   │  false   │              '0.2.4'              │  'pietervanloon.com'   │
│   240   │         'in_app_update'          │  267  │   90   │     96     │   true   │  false   │              '2.0.0'              │       'ffuf.de'        │
│   241   │    'step_progress_indicator'     │  266  │  130   │     95     │   true   │  false   │              '1.0.0'              │  'sandromaglione.com'  │
│   242   │     'liquid_pull_to_refresh'     │  264  │  120   │     94     │   true   │  false   │              '3.0.0'              │   'ayushagarwal.ml'    │
│   243   │ 'animated_bottom_navigation_bar' │  263  │  130   │     95     │   true   │  false   │              '0.3.2'              │       undefined        │
│   244   │        'agora_rtc_engine'        │  261  │  110   │     97     │   true   │  false   │              '4.0.1'              │       undefined        │
│   245   │            'catcher'             │  261  │  120   │     95     │   true   │  false   │              '0.6.6'              │       undefined        │
│   246   │          'app_settings'          │  258  │  120   │     98     │   true   │  false   │              '4.1.0'              │       undefined        │
│   247   │       'firebase_database'        │  257  │  110   │     99     │   true   │  false   │              '7.1.0'              │ 'firebase.google.com'  │
│   248   │         'styled_widget'          │  257  │  120   │     91     │   true   │  false   │              '0.3.1'              │       undefined        │
│   249   │            'battery'             │  256  │  120   │     95     │   true   │  false   │              '2.0.3'              │     'flutter.dev'      │
└─────────┴──────────────────────────────────┴───────┴────────┴────────────┴──────────┴──────────┴───────────────────────────────────┴────────────────────────┘
